id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX02121,2026-05-20,Malang,Smartphone,Smartphone NovaLite,2351000,3,7053000,Debit,L,41.0,4.0,Reguler,2169000
TRX00210,2026-05-21,Bandung,Smartphone,Smartphone MaxEdge,5715000,4,22860000,Debit,L,26.0,4.0,Reguler,1426000
TRX01339,2026-05-21,Surabaya,Laptop,Laptop ProBook,10383000,4,41532000,Debit,P,28.0,5.0,Reguler,2988000
TRX00602,2026-05-21,Bandung,Aksesoris,Casing HP,397000,3,1191000,Debit,P,30.0,5.0,Reguler,1650000
TRX01469,2026-05-21,Jakarta,Laptop,Laptop X1,9415000,2,18830000,E-Wallet,P,35.0,,Reguler,606000
TRX00402,2026-05-21,Bandung,Laptop,Laptop UltraSlim,9193000,2,18386000,E-Wallet,P,43.0,4.0,Reguler,2019000
TRX01731,2026-05-21,Malang,Laptop,Laptop ProBook,13662000,5,68310000,E-Wallet,L,33.0,,Reguler,1167000
TRX00734,2026-05-21,Malang,Smartphone,Smartphone MaxEdge,5224000,3,15672000,Kredit,L,40.0,5.0,Reguler,1894000
TRX01914,2026-05-21,Jakarta,Elektronik Rumah Tangga,Kulkas 2 Pintu,5539000,3,16617000,E-Wallet,P,33.0,4.0,Reguler,1959000
TRX00002,2026-05-21,Surabaya,Smartphone,Smartphone Air,4100000,1,4100000,Kredit,P,45.0,3.0,Reguler,1704000
TRX02096,2026-05-21,Surabaya,Smartphone,Smartphone Air,2178000,4,8712000,E-Wallet,P,32.0,4.0,Reguler,2681000
TRX01242,2026-05-21,Malang,Laptop,Laptop A14,14429000,5,72145000,Debit,L,33.0,3.0,Reguler,219000
TRX00815,2026-05-21,Malang,Aksesoris,Casing HP,68000,4,272000,Debit,L,40.0,4.0,Reguler,420000
TRX00836,2026-05-21,Malang,Laptop,Laptop ProBook,14442000,5,72210000,E-Wallet,P,37.0,4.0,Reguler,2681000
TRX01611,2026-05-21,Bandung,Laptop,Laptop ProBook,14006000,2,28012000,E-Wallet,P,42.0,4.0,Reguler,2947000
TRX00050,2026-05-21,Bandung,Smartphone,Smartphone Air,6023000,2,12046000,Debit,L,18.0,3.0,Reguler,1225000
TRX01278,2026-05-21,Jakarta,Laptop,Laptop UltraSlim,6354000,5,31770000,E-Wallet,L,19.0,4.0,Reguler,2704000
TRX01441,2026-05-22,Surabaya,Laptop,Laptop UltraSlim,10222000,1,10222000,E-Wallet,L,30.0,3.0,Reguler,1785000
TRX00025,2026-05-22,Surabaya,Aksesoris,Casing HP,409000,5,2045000,Kredit,L,21.0,4.0,Reguler,243000
TRX01726,2026-05-22,Jakarta,Aksesoris,Casing HP,247000,5,1235000,Kredit,P,26.0,3.0,Reguler,2744000
TRX01313,2026-05-22,Surabaya,Aksesoris,Mouse Wireless,288000,5,1440000,E-Wallet,L,41.0,5.0,Reguler,2976000
TRX00107,2026-05-22,Jakarta,Smartphone,Smartphone NovaLite,1786000,1,1786000,E-Wallet,L,27.0,3.0,Reguler,1488000
TRX01416,2026-05-22,Jakarta,Laptop,Laptop UltraSlim,7994000,4,31976000,E-Wallet,P,40.0,,Reguler,895000
TRX00806,2026-05-22,Surabaya,Laptop,Laptop UltraSlim,9228000,2,18456000,Kredit,P,29.0,4.0,Reguler,2680000
TRX00598,2026-05-22,Jakarta,Smartphone,Smartphone Air,6062000,1,6062000,E-Wallet,P,21.0,4.0,Reguler,891000
TRX00112,2026-05-22,Jakarta,Laptop,Laptop A14,8115000,3,24345000,E-Wallet,L,20.0,5.0,Reguler,1572000
TRX00613,2026-05-22,Bandung,Elektronik Rumah Tangga,Rice Cooker,4052000,3,12156000,Kredit,L,35.0,5.0,Reguler,405000
TRX01212,2026-05-22,Malang,Smartphone,Smartphone MaxEdge,4740000,5,23700000,E-Wallet,L,38.0,4.0,Reguler,530000
TRX00278,2026-05-22,Bandung,Smartphone,Smartphone MaxEdge,4116000,4,16464000,E-Wallet,L,27.0,3.0,Reguler,2634000
TRX00160,2026-05-22,Bandung,Aksesoris,Mouse Wireless,384000,2,768000,Debit,L,18.0,5.0,Reguler,1650000
TRX01498,2026-05-22,Surabaya,Smartphone,Smartphone Z5,5648000,5,28240000,E-Wallet,L,42.0,5.0,Reguler,1221000
TRX00766,2026-05-22,Bandung,Aksesoris,Casing HP,402000,2,804000,Tunai,L,29.0,5.0,Reguler,680000
TRX00690,2026-05-22,Malang,Elektronik Rumah Tangga,TV LED 32in,3447000,1,3447000,Kredit,P,36.0,5.0,Reguler,489000
TRX00918,2026-05-22,Malang,Laptop,Laptop ProBook,9702000,4,38808000,Tunai,P,35.0,4.0,Reguler,1564000
TRX02009,2026-05-23,Malang,Laptop,Laptop A14,13232000,2,26464000,Tunai,L,20.0,4.0,Reguler,1815000
TRX00990,2026-05-23,Surabaya,Aksesoris,Powerbank 10000mAh,473000,1,473000,Kredit,P,50.0,3.0,Reguler,407000
TRX00249,2026-05-23,Surabaya,Laptop,Laptop A14,13684000,5,68420000,E-Wallet,L,46.0,4.0,Reguler,1485000
TRX00725,2026-05-23,Jakarta,Aksesoris,Mouse Wireless,155000,1,155000,Debit,L,18.0,5.0,Reguler,333000
TRX00016,2026-05-23,Malang,Laptop,Laptop ProBook,10744000,3,32232000,E-Wallet,L,37.0,2.0,Reguler,2712000
TRX00213,2026-05-23,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,3964000,2,7928000,Debit,P,47.0,4.0,Reguler,379000
TRX00476,2026-05-23,Malang,Smartphone,Smartphone Z5,5678000,5,28390000,E-Wallet,P,43.0,4.0,Reguler,1799000
TRX01430,2026-05-23,Jakarta,Smartphone,Smartphone Z5,2485000,4,9940000,Debit,P,,1.0,Reguler,1719000
TRX00106,2026-05-23,Malang,Aksesoris,Mouse Wireless,330000,2,660000,Kredit,P,,3.0,Reguler,746000
TRX00955,2026-05-23,Surabaya,Aksesoris,Casing HP,235000,2,470000,E-Wallet,P,31.0,3.0,Reguler,1068000
TRX01133,2026-05-24,Malang,Aksesoris,Casing HP,118000,5,590000,Kredit,P,33.0,5.0,Reguler,994000
TRX00559,2026-05-24,Surabaya,Aksesoris,Casing HP,261000,5,1305000,Debit,P,49.0,3.0,Reguler,844000
TRX01254,2026-05-24,Surabaya,Aksesoris,Earphone Bluetooth,140000,5,700000,Debit,L,26.0,4.0,Reguler,2016000
TRX01414,2026-05-24,Malang,Elektronik Rumah Tangga,Rice Cooker,2763000,5,13815000,E-Wallet,P,36.0,3.0,Reguler,773000
TRX00135,2026-05-24,Malang,Laptop,Laptop UltraSlim,7960000,4,31840000,E-Wallet,L,,4.0,Reguler,2176000
TRX01986,2026-05-24,Surabaya,Laptop,Laptop X1,12519000,2,25038000,Kredit,L,32.0,,Reguler,1806000
TRX00745,2026-05-24,Malang,Smartphone,Smartphone MaxEdge,3089000,2,6178000,Kredit,P,37.0,4.0,Reguler,914000
TRX00261,2026-05-24,Jakarta,Aksesoris,Casing HP,204000,5,1020000,Kredit,L,47.0,4.0,Reguler,1327000
TRX00639,2026-05-24,Surabaya,Smartphone,Smartphone MaxEdge,4139000,3,12417000,Tunai,P,30.0,5.0,Reguler,1012000
TRX00692,2026-05-24,Surabaya,Smartphone,Smartphone Z5,2894000,1,2894000,E-Wallet,P,32.0,3.0,Reguler,2662000
TRX01980,2026-05-24,Malang,Aksesoris,Mouse Wireless,89000,3,267000,E-Wallet,L,31.0,4.0,Reguler,2338000
TRX01617,2026-05-24,Surabaya,Aksesoris,Casing HP,52000,2,104000,Debit,P,37.0,4.0,Reguler,2930000
TRX01461,2026-05-24,Jakarta,Smartphone,Smartphone Air,6883000,4,27532000,E-Wallet,P,35.0,4.0,Reguler,258000
TRX00484,2026-05-25,Malang,Laptop,Laptop ProBook,5758000,3,17274000,E-Wallet,L,,5.0,Reguler,1871000
TRX02005,2026-05-25,Jakarta,Laptop,Laptop ProBook,7277000,3,21831000,E-Wallet,P,20.0,2.0,Reguler,2667000
TRX00591,2026-05-25,Jakarta,Laptop,Laptop ProBook,11306000,3,33918000,E-Wallet,P,34.0,4.0,Reguler,2166000
TRX00716,2026-05-25,Surabaya,Smartphone,Smartphone Z5,5462000,5,27310000,Kredit,P,29.0,2.0,Reguler,449000
TRX01736,2026-05-25,Jakarta,Laptop,Laptop ProBook,8923000,2,17846000,E-Wallet,L,27.0,4.0,Reguler,2846000
TRX01684,2026-05-25,Surabaya,Laptop,Laptop X1,9821000,1,9821000,Tunai,P,29.0,2.0,Reguler,410000
TRX00860,2026-05-25,Jakarta,Laptop,Laptop X1,14544000,3,43632000,E-Wallet,P,18.0,3.0,Reguler,437000
TRX00686,2026-05-25,Jakarta,Laptop,Laptop UltraSlim,14589000,4,58356000,Debit,L,26.0,4.0,Reguler,1138000
TRX00105,2026-05-25,Malang,Elektronik Rumah Tangga,Kipas Angin,3544000,2,7088000,E-Wallet,L,,3.0,Reguler,2238000
TRX00071,2026-05-25,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,4273000,2,8546000,Debit,P,35.0,3.0,Reguler,1593000
TRX01284,2026-05-25,Malang,Elektronik Rumah Tangga,Kipas Angin,3171000,3,9513000,Tunai,L,24.0,1.0,Reguler,2646000
TRX01578,2026-05-25,Jakarta,Aksesoris,Mouse Wireless,201000,4,804000,Tunai,L,22.0,1.0,Reguler,2256000
TRX01012,2026-05-25,Surabaya,Aksesoris,Earphone Bluetooth,221000,2,442000,E-Wallet,L,35.0,4.0,Reguler,1296000
TRX00472,2026-05-26,Surabaya,Elektronik Rumah Tangga,TV LED 32in,2682000,3,8046000,Kredit,P,,,Reguler,1985000
TRX00654,2026-05-26,Jakarta,Aksesoris,Earphone Bluetooth,345000,5,1725000,E-Wallet,P,39.0,3.0,Reguler,1647000
TRX01260,2026-05-26,Malang,Aksesoris,Earphone Bluetooth,309000,5,1545000,Debit,L,30.0,5.0,Reguler,460000
TRX00852,2026-05-26,Malang,Smartphone,Smartphone Air,2262000,1,2262000,Tunai,P,25.0,5.0,Reguler,1083000
TRX00103,2026-05-26,Jakarta,Smartphone,Smartphone MaxEdge,3747000,1,3747000,Debit,P,21.0,4.0,Reguler,1298000
TRX01199,2026-05-26,Malang,Elektronik Rumah Tangga,Kipas Angin,4640000,5,23200000,Kredit,L,54.0,5.0,Reguler,2451000
TRX00428,2026-05-26,Surabaya,Laptop,Laptop A14,11736000,3,35208000,Debit,L,33.0,4.0,Reguler,2173000
TRX01087,2026-05-26,Jakarta,Smartphone,Smartphone Z5,3539000,5,17695000,E-Wallet,P,30.0,3.0,Reguler,554000
TRX01749,2026-05-26,Jakarta,Laptop,Laptop UltraSlim,13266000,5,66330000,Debit,P,37.0,4.0,Reguler,598000
TRX00596,2026-05-26,Surabaya,Aksesoris,Powerbank 10000mAh,351000,4,1404000,E-Wallet,P,48.0,5.0,Reguler,2070000
TRX00092,2026-05-26,Surabaya,Aksesoris,Earphone Bluetooth,79000,1,79000,Debit,P,32.0,3.0,Reguler,1748000
TRX00551,2026-05-26,Malang,Smartphone,Smartphone NovaLite,4881000,1,4881000,Debit,P,22.0,5.0,Reguler,2241000
TRX02093,2026-05-26,Surabaya,Elektronik Rumah Tangga,Kipas Angin,5790000,4,23160000,Kredit,L,20.0,5.0,Reguler,1599000
TRX00291,2026-05-27,Bandung,Aksesoris,Earphone Bluetooth,193000,2,386000,Debit,P,35.0,4.0,Reguler,913000
TRX00336,2026-05-27,Bandung,Laptop,Laptop X1,7247000,3,21741000,Tunai,L,26.0,4.0,Reguler,2525000
TRX01219,2026-05-27,Surabaya,Aksesoris,Powerbank 10000mAh,123000,5,615000,Debit,P,35.0,4.0,Reguler,2643000
TRX01001,2026-05-27,Jakarta,Smartphone,Smartphone NovaLite,6062000,1,6062000,Kredit,P,32.0,4.0,Reguler,2169000
TRX02161,2026-05-27,Malang,Aksesoris,Earphone Bluetooth,367000,4,1468000,E-Wallet,L,,3.0,Reguler,1434000
TRX00227,2026-05-27,Surabaya,Laptop,Laptop ProBook,12051000,4,48204000,Debit,P,41.0,4.0,Reguler,2346000
TRX00837,2026-05-27,Surabaya,Smartphone,Smartphone NovaLite,5452000,3,16356000,Kredit,L,41.0,3.0,Reguler,1688000
TRX01334,2026-05-27,Surabaya,Smartphone,Smartphone MaxEdge,7642000,4,30568000,Tunai,P,33.0,1.0,Reguler,359000
TRX01574,2026-05-28,Surabaya,Smartphone,Smartphone Air,6747000,4,26988000,E-Wallet,L,37.0,2.0,Reguler,755000
TRX02196,2026-05-28,Bandung,Smartphone,Smartphone Z5,3588000,3,10764000,Tunai,L,42.0,4.0,Reguler,1009000
TRX02159,2026-05-28,Surabaya,Laptop,Laptop X1,7638000,3,22914000,Debit,L,18.0,,Reguler,2651000
TRX01426,2026-05-28,Malang,Smartphone,Smartphone Z5,4926000,1,4926000,Kredit,P,25.0,4.0,Reguler,1138000
TRX00514,2026-05-28,Surabaya,Laptop,Laptop X1,7139000,4,28556000,Kredit,L,23.0,4.0,Reguler,389000
TRX00741,2026-05-28,Malang,Smartphone,Smartphone NovaLite,5170000,4,20680000,Kredit,P,24.0,4.0,Reguler,1578000
TRX00166,2026-05-28,Jakarta,Aksesoris,Mouse Wireless,486000,1,486000,Debit,L,19.0,4.0,Reguler,2298000
TRX01965,2026-05-28,Surabaya,Smartphone,Smartphone NovaLite,1722000,2,3444000,Debit,P,28.0,3.0,Reguler,2900000
TRX00885,2026-05-28,Jakarta,Elektronik Rumah Tangga,Kipas Angin,5644000,5,28220000,Debit,L,,5.0,Reguler,1212000
TRX01535,2026-05-28,Surabaya,Smartphone,Smartphone MaxEdge,3955000,3,11865000,E-Wallet,L,33.0,5.0,Reguler,1811000
TRX01843,2026-05-28,Jakarta,Smartphone,Smartphone Air,5869000,1,5869000,Kredit,L,22.0,4.0,Reguler,2427000
TRX01025,2026-05-29,Surabaya,Laptop,Laptop ProBook,12514000,2,25028000,Debit,L,,4.0,Reguler,1973000
TRX00028,2026-05-29,Jakarta,Aksesoris,Powerbank 10000mAh,310000,1,310000,Debit,P,49.0,5.0,Reguler,1244000
TRX01964,2026-05-29,Bandung,Elektronik Rumah Tangga,Kulkas 2 Pintu,1032000,4,4128000,Kredit,P,31.0,4.0,Reguler,2971000
TRX01231,2026-05-29,Surabaya,Aksesoris,Casing HP,371000,1,371000,E-Wallet,P,22.0,5.0,Reguler,1254000
TRX00867,2026-05-29,Jakarta,Laptop,Laptop X1,5718000,4,22872000,Kredit,P,39.0,5.0,Reguler,1825000
TRX01264,2026-05-29,Bandung,Aksesoris,Powerbank 10000mAh,216000,2,432000,Debit,L,44.0,,Reguler,1864000
TRX00849,2026-05-29,Malang,Smartphone,Smartphone NovaLite,7167000,2,14334000,Debit,L,25.0,5.0,Reguler,804000
TRX00149,2026-05-29,Bandung,Smartphone,Smartphone Air,7700000,4,30800000,Kredit,P,30.0,4.0,Reguler,2977000
TRX00524,2026-05-30,Malang,Laptop,Laptop ProBook,12487000,3,37461000,Debit,P,34.0,4.0,Reguler,1909000
TRX00605,2026-05-30,Surabaya,Smartphone,Smartphone MaxEdge,5837000,1,5837000,Kredit,L,35.0,3.0,Reguler,701000
TRX00038,2026-05-30,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,4896000,4,19584000,E-Wallet,P,38.0,2.0,Reguler,713000
TRX01587,2026-05-30,Malang,Laptop,Laptop UltraSlim,8470000,1,8470000,E-Wallet,P,25.0,5.0,Reguler,2371000
TRX01603,2026-05-30,Surabaya,Laptop,Laptop ProBook,10780000,3,32340000,E-Wallet,P,,5.0,Reguler,1453000
TRX00553,2026-05-30,Malang,Smartphone,Smartphone Z5,6996000,3,20988000,Kredit,L,42.0,4.0,Reguler,2583000
TRX00794,2026-05-30,Malang,Laptop,Laptop ProBook,12763000,2,25526000,E-Wallet,L,40.0,4.0,Reguler,2659000
TRX01923,2026-05-30,Surabaya,Laptop,Laptop A14,8978000,2,17956000,E-Wallet,L,33.0,,Reguler,1705000
TRX01040,2026-05-30,Jakarta,Aksesoris,Casing HP,115000,3,345000,E-Wallet,L,18.0,5.0,Reguler,1456000
TRX00302,2026-05-30,Malang,Laptop,Laptop A14,10980000,2,21960000,Debit,L,43.0,4.0,Reguler,1490000
TRX02081,2026-05-30,Bandung,Laptop,Laptop UltraSlim,13405000,3,40215000,E-Wallet,P,32.0,3.0,Reguler,2419000
TRX00433,2026-05-30,Surabaya,Smartphone,Smartphone NovaLite,6708000,4,26832000,Kredit,L,26.0,4.0,Reguler,425000
TRX01987,2026-05-30,Malang,Aksesoris,Earphone Bluetooth,153000,5,765000,E-Wallet,L,35.0,5.0,Reguler,2907000
TRX00545,2026-05-31,Malang,Elektronik Rumah Tangga,Kipas Angin,3286000,1,3286000,Kredit,P,51.0,4.0,Reguler,1204000
TRX01971,2026-05-31,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,1329000,3,3987000,Tunai,P,36.0,4.0,Reguler,2957000
TRX00611,2026-05-31,Jakarta,Smartphone,Smartphone MaxEdge,7251000,3,21753000,Tunai,P,18.0,3.0,Reguler,415000
TRX00101,2026-05-31,Surabaya,Laptop,Laptop X1,5970000,3,17910000,E-Wallet,L,40.0,1.0,Reguler,2808000
TRX00334,2026-05-31,Malang,Smartphone,Smartphone MaxEdge,7979000,5,39895000,E-Wallet,P,,5.0,Reguler,267000
TRX00482,2026-05-31,Surabaya,Aksesoris,Mouse Wireless,476000,5,2380000,Debit,P,40.0,4.0,Reguler,782000
TRX00090,2026-05-31,Jakarta,Smartphone,Smartphone Z5,2041000,5,10205000,Debit,L,39.0,4.0,Reguler,876000
TRX00084,2026-05-31,Malang,Smartphone,Smartphone NovaLite,4936000,3,14808000,Kredit,P,35.0,2.0,Reguler,945000
TRX00388,2026-05-31,Surabaya,Elektronik Rumah Tangga,Kipas Angin,805000,4,3220000,E-Wallet,P,32.0,,Reguler,434000
TRX00582,2026-05-31,Jakarta,Elektronik Rumah Tangga,Kipas Angin,869000,3,2607000,Kredit,L,18.0,5.0,Reguler,1159000
TRX01080,2026-06-01,Bandung,Laptop,Laptop UltraSlim,12461000,1,12461000,Debit,L,26.0,3.0,Reguler,1378000
TRX01086,2026-06-01,Malang,Elektronik Rumah Tangga,Kipas Angin,5542000,1,5542000,Kredit,L,27.0,,Reguler,2314000
TRX01865,2026-06-01,Malang,Aksesoris,Earphone Bluetooth,279000,2,558000,Debit,P,,4.0,Reguler,1776000
TRX00019,2026-06-01,Malang,Laptop,Laptop ProBook,13356000,5,66780000,Kredit,L,,4.0,Reguler,1073000
TRX01961,2026-06-01,Surabaya,Aksesoris,Earphone Bluetooth,136000,4,544000,E-Wallet,P,29.0,4.0,Reguler,2036000
TRX01659,2026-06-01,Jakarta,Smartphone,Smartphone NovaLite,3534000,2,7068000,Debit,P,24.0,4.0,Reguler,304000
TRX01650,2026-06-01,Malang,Aksesoris,Powerbank 10000mAh,246000,1,246000,Kredit,P,33.0,5.0,Reguler,1656000
TRX00589,2026-06-01,Surabaya,Elektronik Rumah Tangga,Kipas Angin,918000,1,918000,E-Wallet,L,33.0,4.0,Reguler,2235000
TRX01933,2026-06-01,Malang,Smartphone,Smartphone MaxEdge,4103000,5,20515000,Debit,P,44.0,5.0,Reguler,2366000
TRX00868,2026-06-01,Jakarta,Smartphone,Smartphone MaxEdge,4265000,5,21325000,Tunai,L,42.0,4.0,Reguler,836000
TRX01016,2026-06-01,Bandung,Aksesoris,Casing HP,435000,1,435000,E-Wallet,P,35.0,2.0,Reguler,1345000
TRX00816,2026-06-01,Malang,Smartphone,Smartphone Z5,6124000,5,30620000,Debit,P,24.0,5.0,Reguler,1979000
TRX01969,2026-06-01,Jakarta,Elektronik Rumah Tangga,Kulkas 2 Pintu,5149000,2,10298000,E-Wallet,L,24.0,5.0,Reguler,1435000
TRX01097,2026-06-01,Malang,Laptop,Laptop A14,8078000,4,32312000,Kredit,L,44.0,5.0,Reguler,853000
TRX00590,2026-06-02,Surabaya,Smartphone,Smartphone Z5,7889000,2,15778000,Debit,P,43.0,2.0,Reguler,982000
TRX01024,2026-06-02,Malang,Laptop,Laptop ProBook,6458000,2,12916000,E-Wallet,L,34.0,4.0,Reguler,2323000
TRX01500,2026-06-02,Bandung,Aksesoris,Powerbank 10000mAh,197000,4,788000,Tunai,L,40.0,,Reguler,971000
TRX00459,2026-06-02,Jakarta,Elektronik Rumah Tangga,Kipas Angin,895000,1,895000,Debit,P,30.0,4.0,Reguler,2107000
TRX02168,2026-06-02,Jakarta,Laptop,Laptop ProBook,11367000,4,45468000,E-Wallet,L,37.0,4.0,Reguler,2198000
TRX01599,2026-06-02,Surabaya,Elektronik Rumah Tangga,Rice Cooker,4003000,1,4003000,Kredit,L,28.0,5.0,Reguler,1475000
TRX01093,2026-06-02,Jakarta,Smartphone,Smartphone Z5,3610000,1,3610000,Tunai,L,30.0,3.0,Reguler,2330000
TRX00093,2026-06-02,Bandung,Elektronik Rumah Tangga,Rice Cooker,5142000,5,25710000,Debit,L,21.0,5.0,Reguler,562000
TRX01126,2026-06-02,Malang,Smartphone,Smartphone MaxEdge,3224000,4,12896000,Tunai,P,36.0,3.0,Reguler,2724000
TRX00723,2026-06-02,Surabaya,Smartphone,Smartphone NovaLite,1981000,4,7924000,Debit,L,48.0,4.0,Reguler,2335000
TRX01125,2026-06-02,Bandung,Smartphone,Smartphone Air,5175000,3,15525000,E-Wallet,P,23.0,3.0,Reguler,1919000
TRX00513,2026-06-02,Jakarta,Smartphone,Smartphone MaxEdge,5056000,3,15168000,Debit,L,33.0,5.0,Reguler,909000
TRX00963,2026-06-02,Surabaya,Smartphone,Smartphone NovaLite,4681000,1,4681000,Debit,P,37.0,,Reguler,2339000
TRX01144,2026-06-02,Malang,Elektronik Rumah Tangga,Rice Cooker,977000,1,977000,Debit,L,45.0,4.0,Reguler,1387000
TRX00856,2026-06-03,Bandung,Laptop,Laptop X1,6567000,5,32835000,Kredit,P,47.0,2.0,Reguler,2068000
TRX01884,2026-06-03,Jakarta,Aksesoris,Powerbank 10000mAh,255000,3,765000,E-Wallet,L,51.0,,Reguler,1337000
TRX00865,2026-06-03,Jakarta,Aksesoris,Earphone Bluetooth,444000,5,2220000,Debit,L,32.0,3.0,Reguler,2215000
TRX00477,2026-06-03,Jakarta,Aksesoris,Casing HP,376000,1,376000,Debit,P,31.0,,Reguler,2103000
TRX01863,2026-06-03,Malang,Laptop,Laptop UltraSlim,12746000,3,38238000,Debit,P,,1.0,Reguler,2500000
TRX01548,2026-06-03,Jakarta,Aksesoris,Casing HP,374000,5,1870000,Debit,L,27.0,4.0,Reguler,300000
TRX00361,2026-06-03,Jakarta,Laptop,Laptop A14,12920000,2,25840000,Kredit,P,53.0,5.0,Reguler,2275000
TRX00297,2026-06-03,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,1265000,3,3795000,E-Wallet,P,46.0,5.0,Reguler,2664000
TRX01657,2026-06-03,Bandung,Elektronik Rumah Tangga,TV LED 32in,5994000,5,29970000,E-Wallet,L,36.0,,Reguler,974000
TRX01007,2026-06-03,Jakarta,Smartphone,Smartphone Z5,7260000,4,29040000,Kredit,P,34.0,3.0,Reguler,404000
TRX02036,2026-06-03,Jakarta,Aksesoris,Casing HP,286000,5,1430000,Tunai,L,20.0,2.0,Reguler,1649000
TRX01163,2026-06-03,Surabaya,Smartphone,Smartphone MaxEdge,1919000,1,1919000,Kredit,L,25.0,4.0,Reguler,2853000
TRX00650,2026-06-03,Surabaya,Smartphone,Smartphone NovaLite,7296000,2,14592000,E-Wallet,L,36.0,4.0,Reguler,1428000
TRX02149,2026-06-03,Bandung,Smartphone,Smartphone Z5,2224000,5,11120000,Debit,P,34.0,2.0,Reguler,1016000
TRX00775,2026-06-03,Bandung,Laptop,Laptop ProBook,10689000,3,32067000,E-Wallet,L,27.0,4.0,Reguler,2490000
TRX01158,2026-06-03,Jakarta,Smartphone,Smartphone NovaLite,7959000,5,39795000,Kredit,L,40.0,4.0,Reguler,1950000
TRX01844,2026-06-03,Malang,Elektronik Rumah Tangga,Kipas Angin,3554000,5,17770000,Debit,L,32.0,4.0,Reguler,1347000
TRX00780,2026-06-03,Surabaya,Smartphone,Smartphone Air,6645000,5,33225000,E-Wallet,L,48.0,4.0,Reguler,2815000
TRX01150,2026-06-04,Surabaya,Laptop,Laptop A14,9728000,2,19456000,Tunai,L,40.0,1.0,Reguler,1183000
TRX01347,2026-06-04,Malang,Elektronik Rumah Tangga,Kipas Angin,4385000,3,13155000,Debit,P,,4.0,Reguler,1981000
TRX01310,2026-06-04,Bandung,Elektronik Rumah Tangga,Rice Cooker,3812000,3,11436000,E-Wallet,L,25.0,4.0,Reguler,1253000
TRX02150,2026-06-04,Surabaya,Smartphone,Smartphone Z5,4133000,5,20665000,Tunai,L,,4.0,Reguler,1879000
TRX00643,2026-06-04,Malang,Laptop,Laptop UltraSlim,6271000,3,18813000,E-Wallet,P,30.0,5.0,Reguler,1915000
TRX00560,2026-06-04,Malang,Laptop,Laptop UltraSlim,8253000,5,41265000,Debit,P,42.0,4.0,Reguler,1575000
TRX01314,2026-06-04,Surabaya,Smartphone,Smartphone Air,3584000,2,7168000,E-Wallet,L,42.0,4.0,Reguler,2152000
TRX01560,2026-06-04,Malang,Smartphone,Smartphone MaxEdge,5428000,4,21712000,E-Wallet,L,18.0,5.0,Reguler,1553000
TRX01896,2026-06-04,Surabaya,Elektronik Rumah Tangga,Rice Cooker,2970000,5,14850000,Debit,L,31.0,4.0,Reguler,1179000
TRX00835,2026-06-04,Jakarta,Smartphone,Smartphone Air,2718000,2,5436000,Kredit,P,27.0,4.0,Reguler,570000
TRX01552,2026-06-04,Surabaya,Aksesoris,Casing HP,456000,3,1368000,E-Wallet,P,29.0,5.0,Reguler,2142000
TRX01127,2026-06-04,Jakarta,Laptop,Laptop X1,12749000,1,12749000,E-Wallet,L,31.0,5.0,Reguler,704000
TRX00125,2026-06-04,Malang,Laptop,Laptop UltraSlim,13459000,1,13459000,Kredit,L,36.0,5.0,Reguler,1616000
TRX00882,2026-06-04,Surabaya,Laptop,Laptop A14,11837000,2,23674000,E-Wallet,L,26.0,4.0,Reguler,1095000
TRX00151,2026-06-04,Malang,Aksesoris,Mouse Wireless,259000,4,1036000,Debit,P,42.0,,Reguler,2688000
TRX01465,2026-06-04,Jakarta,Smartphone,Smartphone MaxEdge,2882000,4,11528000,Kredit,P,37.0,5.0,Reguler,2193000
TRX01856,2026-06-04,Surabaya,Laptop,Laptop X1,7018000,5,35090000,Tunai,P,46.0,4.0,Reguler,949000
TRX01401,2026-06-04,Malang,Elektronik Rumah Tangga,Rice Cooker,1259000,5,6295000,E-Wallet,L,27.0,3.0,Reguler,1982000
TRX00146,2026-06-04,Malang,Smartphone,Smartphone Air,5944000,2,11888000,Debit,L,26.0,,Reguler,1574000
TRX00037,2026-06-05,Surabaya,Smartphone,Smartphone MaxEdge,7689000,5,38445000,E-Wallet,L,39.0,5.0,Reguler,1266000
TRX01292,2026-06-05,Jakarta,Smartphone,Smartphone Z5,7543000,3,22629000,E-Wallet,P,34.0,4.0,Reguler,2554000
TRX00668,2026-06-05,Malang,Laptop,Laptop UltraSlim,6661000,1,6661000,Debit,P,28.0,5.0,Reguler,2039000
TRX02198,2026-06-05,Surabaya,Smartphone,Smartphone Z5,4927000,4,19708000,E-Wallet,L,27.0,4.0,Reguler,1306000
TRX01247,2026-06-05,Bandung,Elektronik Rumah Tangga,Kipas Angin,2381000,4,9524000,E-Wallet,P,22.0,,Reguler,2191000
